"ScientificName","CommonName","order_name","family_nam","code","id_no","web_redlist","assessment_redlist","web_fishbase","SpecCode","DemersPelag","Vulnerability","Resilience"
"Dipturus laevis","Ladeportsrokke, Barn-door skate, Barn-door winter skate, barndoor skate, sarndoor Skate, grande raie, Deurrog","RAJIFORMES","RAJIDAE","EN",39771,"http://www.iucnredlist.org/details/classify/39771/0","http://www.iucnredlist.org/pdflink.39771","http://www.fishbase.org/summary/Dipturus-laevis.html",2561,"demersal",69.28,"Low"
"Dipturus lanceorostratus","Rattail skate, Rattestaartrog, Raia ratazana","RAJIFORMES","RAJIDAE","DD",44608,"http://www.iucnredlist.org/details/classify/44608/0","http://www.iucnredlist.org/pdflink.44608","http://www.fishbase.org/summary/Dipturus-lanceorostratus.html",7961,"bathydemersal",53.77,"Low"
"Dipturus leptocaudus","Thintail skate","RAJIFORMES","RAJIDAE","DD",44644,"http://www.iucnredlist.org/details/classify/44644/0","http://www.iucnredlist.org/pdflink.44644","http://www.fishbase.org/summary/Dipturus-leptocaudus.html",NA,NA,NA,NA
"Dipturus macrocauda","Bigtail skate, Kitsunekasube, Grootstaartrog","RAJIFORMES","RAJIDAE","DD",161738,"http://www.iucnredlist.org/details/classify/161738/0","http://www.iucnredlist.org/pdflink.161738","http://www.fishbase.org/summary/Dipturus-macrocauda.html",22551,"bathydemersal",65.88,"Low"
"Dipturus melanospilus","Blacktip skate","RAJIFORMES","RAJIDAE","DD",195450,"http://www.iucnredlist.org/details/classify/195450/0","http://www.iucnredlist.org/pdflink.195450","http://www.fishbase.org/summary/Dipturus-melanospilus.html",63934,"bathypelagic",51.96,"Medium"
"Dipturus mennii","Rejnok Mennuv, South Brazilian skate","RAJIFORMES","RAJIDAE","VU",63124,"http://www.iucnredlist.org/details/classify/63124/0","http://www.iucnredlist.org/pdflink.63124","http://www.fishbase.org/summary/Dipturus-mennii.html",59787,"demersal",76.91,"Low"
"Dipturus nidarosiensis","Sortbuget rokke, Norwegian skate, Raya noruega, Mustavatsarausku, Noorse rog, Svartskate, Raja czarnobrzucha, Svartbuksrocka","RAJIFORMES","RAJIDAE","NT",161729,"http://www.iucnredlist.org/details/classify/161729/0","http://www.iucnredlist.org/pdflink.161729","http://www.fishbase.org/summary/Dipturus-nidarosiensis.html",8900,"bathydemersal",84.61,"Low"
"Dipturus oculus",NA,"RAJIFORMES","RAJIDAE","LC",195451,"http://www.iucnredlist.org/details/classify/195451/0","http://www.iucnredlist.org/pdflink.195451","http://www.fishbase.org/summary/Dipturus-oculus.html",63967,"benthopelagic",45.63,"Medium"
"Dipturus olseni","spreadfin skate, Olsen's wingedskate, raya colona, Spreidvinrog","RAJIFORMES","RAJIDAE","DD",161718,"http://www.iucnredlist.org/details/classify/161718/0","http://www.iucnredlist.org/pdflink.161718","http://www.fishbase.org/summary/Dipturus-olseni.html",2563,"demersal",39.49,"Low"
"Dipturus oregoni","Hooktail skate, Oregon's wingedskate, Haakstaartrog","RAJIFORMES","RAJIDAE","DD",161514,"http://www.iucnredlist.org/details/classify/161514/0","http://www.iucnredlist.org/pdflink.161514","http://www.fishbase.org/summary/Dipturus-oregoni.html",51860,"bathydemersal",74.81,"Low"
"Dipturus oxyrinchus","travank griz, Razza capuccina, morgath drwynfain, Plovjernsrokke, Spitzschnauze, Langnasen-Rochen, Rochen, Spitzrochen, Spitzschnauzenrochen, Spitzschnauziger Rochen, Nona, longnosed skate, Long nosed skate, Long-nose skate, Long-nosed burton skate, Long-nosed skate, Sharpnose skate, longnose skate, Cavach, Bastina, Caputxo, Machuelo, Mahoma, Picon, Raya aguda, Raya negrita, Raya picuda, Retjada, Vannasrausku, Blanquette, Capoutchin, Capucin, Flossade, Fumat, Matrasso, Pocheteau noir, Raie capucin, Raie-capucin, tyre, Klinka, Razza monaca, Arzilla monaca, Bavoso, Mocosa, Monaca, Monaca liscia, Moreto, Municedda muccosa, Munnina, Picara scapuccina, Pichira monica, Pichira pala, Pissua, Raja monaca, Raja monachella, Rasa bavosa, Rascia munachella, Razza capussinha, Razza de fundali, Razza monahina, Scritta lisa, Squeu, Su scritta, Hamiema, Rebekkin, Rebekkin geddumu twil, Rebekkin ta' mniehru twil, Vjolin, Scherpsnuit rog, Scherpsnuit, Scherpsnuitrog, Nebbskate, Spisrokke, Spiss-skate, Spisskate, Raja ostronosa, Raia, Arraia, Raia bicuda, Raia-bicuda, Raje turigjate, Nosatica, Raza klinka, Sivriburun vatoz, Sivriburunvatoz baligi","RAJIFORMES","RAJIDAE","NT",63100,"http://www.iucnredlist.org/details/classify/63100/0","http://www.iucnredlist.org/pdflink.63100","http://www.fishbase.org/summary/Dipturus-oxyrinchus.html",7616,"bathydemersal",77.39,"Low"
"Dipturus polyommata","Argus skate, Argusrog","RAJIFORMES","RAJIDAE","LC",202053,"http://www.iucnredlist.org/details/classify/202053/0","http://www.iucnredlist.org/pdflink.202053","http://www.fishbase.org/summary/Dipturus-polyommata.html",15419,"bathydemersal",30.69,"Low"
"Dipturus pullopunctatus","Rog, Skate, Blackspot skate, Slime skate, Slimeskate, Raya limosa, Raie baveuse, Slijmrog","RAJIFORMES","RAJIDAE","LC",44609,"http://www.iucnredlist.org/details/classify/44609/0","http://www.iucnredlist.org/pdflink.44609","http://www.fishbase.org/summary/Dipturus-pullopunctatus.html",7960,"demersal",74.32,"Low"
"Dipturus queenslandicus","Queensland deepwater skate","RAJIFORMES","RAJIDAE","DD",195452,"http://www.iucnredlist.org/details/classify/195452/0","http://www.iucnredlist.org/pdflink.195452","http://www.fishbase.org/summary/Dipturus-queenslandicus.html",63935,"bathydemersal",51.91,"Medium"
"Dipturus springeri","Roughbelly skate","RAJIFORMES","RAJIDAE","DD",161653,"http://www.iucnredlist.org/details/classify/161653/0","http://www.iucnredlist.org/pdflink.161653","http://www.fishbase.org/summary/Dipturus-springeri.html",7962,"bathydemersal",77.64,"Low"
"Dipturus stenorhynchus","Prow-nose skate, Prownose skate, Boegrog, Raia focinhuda","RAJIFORMES","RAJIDAE","DD",44610,"http://www.iucnredlist.org/details/classify/44610/0","http://www.iucnredlist.org/pdflink.44610","http://www.fishbase.org/summary/Dipturus-stenorhynchus.html",7963,"bathydemersal",54.88,"Low"
"Dipturus teevani","Prickly brown ray, Caribbean skate, Raya piel de lija, Raie rugueuse, Karasu-kasube, Caribische rog","RAJIFORMES","RAJIDAE","DD",161610,"http://www.iucnredlist.org/details/classify/161610/0","http://www.iucnredlist.org/pdflink.161610","http://www.fishbase.org/summary/Dipturus-teevani.html",7607,"bathydemersal",62.86,"Low"
"Dipturus tengu","Acutenose skate, Tengu skate, Tengu-kasube, Tengukasube, Tengurog","RAJIFORMES","RAJIDAE","DD",161354,"http://www.iucnredlist.org/details/classify/161354/0","http://www.iucnredlist.org/pdflink.161354","http://www.fishbase.org/summary/Dipturus-tengu.html",15415,"demersal",58.46,"Low"
"Dipturus trachydermus","Ray","RAJIFORMES","RAJIDAE","VU",63116,"http://www.iucnredlist.org/details/classify/63116/0","http://www.iucnredlist.org/pdflink.63116","http://www.fishbase.org/summary/Dipturus-trachydermus.html",NA,NA,NA,NA
"Dipturus wengi","Weng's skate","RAJIFORMES","RAJIDAE","LC",195453,"http://www.iucnredlist.org/details/classify/195453/0","http://www.iucnredlist.org/pdflink.195453","http://www.fishbase.org/summary/Dipturus-wengi.html",63969,"benthopelagic",66.12,"Low"
"Dipturus wuhanlingi",NA,"RAJIFORMES","RAJIDAE","DD",195454,"http://www.iucnredlist.org/details/classify/195454/0","http://www.iucnredlist.org/pdflink.195454","http://www.fishbase.org/summary/Dipturus-wuhanlingi.html",63867,"benthopelagic",51.31,"Medium"
"Discopyge tschudii","Torpedo, Apron ray, Electric ray, Raya, Raja elcectric, Tembladera, Tembladerilla, Torpedo, Tremolina","RAJIFORMES","NARCINIDAE","NT",44993,"http://www.iucnredlist.org/details/classify/44993/0","http://www.iucnredlist.org/pdflink.44993","http://www.fishbase.org/summary/Discopyge-tschudii.html",8396,"demersal",30.54,"Low"
"Echinorhinus brucus","Braamhaai, Kalb, Xinxeta, Stachelhai, Alligatorhai, Brombeerhai, Nagelhai, Achinoskylopsaro, Karcharias, Kavouromana, Mango-tara, Ronco, Spinous shark, Spiny shark, bramble shark, Rubioca, Pex tachuela, Pez clavo, Pez tachuela, Okahai, Chenille, requin chenille, Ronco, Ronco spinoso, tacca, Kikuzame, paprastasis krokodilinis dygliaryklis, Murruna tax-xewk, Murruna tal-fosos, Murruna tax-xewka, Murruna xewwikija, Braamhaai, Alligatorhondshaai, Doornhondshaai, Stekelhaai, Rekin kolczasty, Peixe-prego, Prego, Peshkaqeni me ferra, Pas zvjezdas, Tagghaj, Civili camgoz, Civili kopekbaligi","SQUALIFORMES","ECHINORHINIDAE","DD",41801,"http://www.iucnredlist.org/details/classify/41801/0","http://www.iucnredlist.org/pdflink.41801","http://www.fishbase.org/summary/Echinorhinus-brucus.html",641,"bathydemersal",85.1,"Very low"
"Echinorhinus cookei","Cooks bramble shark, Shark, Spinous shark, prickly shark, Tiburon negroespinoso, Iso-okahai, Kogikuzame, Cook's braamhaai","SQUALIFORMES","ECHINORHINIDAE","NT",41802,"http://www.iucnredlist.org/details/classify/41802/0","http://www.iucnredlist.org/pdflink.41802","http://www.fishbase.org/summary/Echinorhinus-cookei.html",642,"benthopelagic",82.94,"Low"
"Electrolux addisoni","Ornate sleeper-ray","RAJIFORMES","NARKIDAE","CR",161428,"http://www.iucnredlist.org/details/classify/161428/0","http://www.iucnredlist.org/pdflink.161428","http://www.fishbase.org/summary/Electrolux-addisoni.html",63783,"demersal",29.2,"Low"
"Eridacnis barbouri","Cuban ribbontail catshark, Cuban ribbontail cat shark, Pigmy dogfish, Pygmy dogfish, Tollo coludo cubano, Kuubannauhahai, Requin chat cubain, Requin-chat cubain, Cubaanse rugvinkathaai","CARCHARHINIFORMES","PROSCYLLIIDAE","DD",161330,"http://www.iucnredlist.org/details/classify/161330/0","http://www.iucnredlist.org/pdflink.161330","http://www.fishbase.org/summary/Eridacnis-barbouri.html",4532,"bathydemersal",81.92,"Very low"
"Eridacnis radcliffei","Pygmy ribbontail cat shark, Pygmy ribbon tail catshark, pygmy ribbontail catshark, Tollo coludo pigmeo, Eridacnis radcliffei, Dwergrugvinkathaai, Pating","CARCHARHINIFORMES","PROSCYLLIIDAE","LC",161468,"http://www.iucnredlist.org/details/classify/161468/0","http://www.iucnredlist.org/pdflink.161468","http://www.fishbase.org/summary/Eridacnis-radcliffei.html",5919,"bathydemersal",12.55,"Very low"
"Eridacnis sinuans","African ribbontail catshark, African ribbontail cat shark, Tollo coludo africano, Afrikaanse rugvinkathaai","CARCHARHINIFORMES","PROSCYLLIIDAE","LC",44611,"http://www.iucnredlist.org/details/classify/44611/0","http://www.iucnredlist.org/pdflink.44611","http://www.fishbase.org/summary/Eridacnis-sinuans.html",5920,"bathydemersal",27,"Very low"
"Etmopterus baxteri","Newzealandsk lanternehaj, New Zealand lanternshark, Baxter's dogfish, Baxters lantern dogfish, Giant lanternshark, Lanternshark, New Zealand lantern shark, Southern lanternshark, Tollo lucero, Sagre porte-feu, Nieuw-zeelandse lantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","LC",41803,"http://www.iucnredlist.org/details/classify/41803/0","http://www.iucnredlist.org/pdflink.41803","http://www.fishbase.org/summary/Etmopterus-baxteri.html",54017,"bathydemersal",69.04,"Low"
"Etmopterus bigelowi","Blurred smooth lantern shark, Blurred lanternshark, Blurred smooth lanternshark, blurred lantern shark, smooth lanternshark, Gevlekte gladde lantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","LC",60236,"http://www.iucnredlist.org/details/classify/60236/0","http://www.iucnredlist.org/pdflink.60236","http://www.fishbase.org/summary/Etmopterus-bigelowi.html",25482,"benthopelagic",49.43,"Very low"
"Etmopterus brachyurus","Korthalet lanternehaj, Shorttail lanternshark, Short-tail lantern shark, Short-tail lanternshark, Shorttail lantern shark, shorttail laternshark, Tollo lucero mocho, Kortstaartlantaarnhaai, Pating","SQUALIFORMES","ETMOPTERIDAE","DD",161649,"http://www.iucnredlist.org/details/classify/161649/0","http://www.iucnredlist.org/pdflink.161649","http://www.fishbase.org/summary/Etmopterus-brachyurus.html",675,"bathydemersal",43.17,"Very low"
"Etmopterus bullisi","Lined lantern shark, lined lanternshark, Tollo lucero rayado, Sagre chien, Gerimpelde lantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","DD",60237,"http://www.iucnredlist.org/details/classify/60237/0","http://www.iucnredlist.org/pdflink.60237","http://www.fishbase.org/summary/Etmopterus-bullisi.html",676,"bathydemersal",34.38,"Low"
"Etmopterus burgessi","Broad-snout lanternshark","SQUALIFORMES","ETMOPTERIDAE","DD",161327,"http://www.iucnredlist.org/details/classify/161327/0","http://www.iucnredlist.org/pdflink.161327","http://www.fishbase.org/summary/Etmopterus-burgessi.html",63154,"pelagic-oceanic",34.38,NA
"Etmopterus carteri","Cylindrical lantern shark, Carter gilbert's lanternshark, Cylindrical lanternshark, Cilindrische lantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","DD",60238,"http://www.iucnredlist.org/details/classify/60238/0","http://www.iucnredlist.org/pdflink.60238","http://www.fishbase.org/summary/Etmopterus-carteri.html",50208,"bathypelagic",10.79,"Low"
"Etmopterus caudistigmus",NA,"SQUALIFORMES","ETMOPTERIDAE","LC",41804,"http://www.iucnredlist.org/details/classify/41804/0","http://www.iucnredlist.org/pdflink.41804","http://www.fishbase.org/summary/Etmopterus-caudistigmus.html",60034,"bathypelagic",24.1,"Low"
"Etmopterus decacuspidatus","Kamtandet lanternehaj, Combtooth lanternshark, Combtooth lantern shark, combtoothed lanternshark, Tollo lucero peine, Sagre filtre, Kamtandlantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","DD",161585,"http://www.iucnredlist.org/details/classify/161585/0","http://www.iucnredlist.org/pdflink.161585","http://www.fishbase.org/summary/Etmopterus-decacuspidatus.html",677,"bathydemersal",19.28,"Low"
"Etmopterus dianthus",NA,"SQUALIFORMES","ETMOPTERIDAE","LC",41805,"http://www.iucnredlist.org/details/classify/41805/0","http://www.iucnredlist.org/pdflink.41805","http://www.fishbase.org/summary/Etmopterus-dianthus.html",60035,"bathypelagic",33.51,"Low"
"Etmopterus dislineatus",NA,"SQUALIFORMES","ETMOPTERIDAE","LC",41806,"http://www.iucnredlist.org/details/classify/41806/0","http://www.iucnredlist.org/pdflink.41806","http://www.fishbase.org/summary/Etmopterus-dislineatus.html",60036,"bathypelagic",37.63,"Low"
"Etmopterus evansi",NA,"SQUALIFORMES","ETMOPTERIDAE","LC",41807,"http://www.iucnredlist.org/details/classify/41807/0","http://www.iucnredlist.org/pdflink.41807","http://www.fishbase.org/summary/Etmopterus-evansi.html",60037,"bathypelagic",16.8,"Low"
"Etmopterus fusus",NA,"SQUALIFORMES","ETMOPTERIDAE","LC",41808,"http://www.iucnredlist.org/details/classify/41808/0","http://www.iucnredlist.org/pdflink.41808","http://www.fishbase.org/summary/Etmopterus-fusus.html",60038,"bathypelagic",15.62,"Low"
"Etmopterus gracilispinis","Broadband lantern shark, Broadband lantern fish, broadband dogfish, broadbanded lanternshark, Tollo lucero bandoneado, Tollo lucerno bandoneado, Hosotoge-karasuzame, Breedbandlantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","LC",63108,"http://www.iucnredlist.org/details/classify/63108/0","http://www.iucnredlist.org/pdflink.63108","http://www.fishbase.org/summary/Etmopterus-gracilispinis.html",678,"benthopelagic",27.14,"Very low"
"Etmopterus granulosus","Sydlig lanternehaj, Stout deepsea shark, Black shark, Lucifer, New Zealand lanternshark, Seal shark, Southern lantern shark, Southern lanternshark, southern laternshark, Tollo negro narigon, Tollo lucero, Sagre porte-feu, Sagre long nez, Sagre longnez, Zuidelijke lantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","LC",63118,"http://www.iucnredlist.org/details/classify/63118/0","http://www.iucnredlist.org/pdflink.63118","http://www.fishbase.org/summary/Etmopterus-granulosus.html",679,"bathydemersal",47.06,"Low"
"Etmopterus hillianus","Caribisk lanternehaj, Caribbean lanternshark, Blackbelly dogfish, Caribbean lantern shark, Carribean lanternshark, Galludo enano, Tollo lucero antillano, Sagre antillais, Caribische lantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","LC",60239,"http://www.iucnredlist.org/details/classify/60239/0","http://www.iucnredlist.org/pdflink.60239","http://www.fishbase.org/summary/Etmopterus-hillianus.html",680,"bathydemersal",43.17,"Very low"
"Etmopterus litvinovi","Smalleye lantern shark, Smalleye lanternshark, Kleinooglantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","DD",63159,"http://www.iucnredlist.org/details/classify/63159/0","http://www.iucnredlist.org/pdflink.63159","http://www.fishbase.org/summary/Etmopterus-litvinovi.html",53935,"bathydemersal",34.38,"Low"
"Etmopterus lucifer","Sortbuget sorthaj, Luminous shark, Blackbelly lantern shark, Blackbelly lanternshark, Lucifer dogfish, Lucifer shark, Tollo lucero diablo, Valohai, Sagre lucifer, Fujikujira, Duivelslantaarnhaai, Lixinha-de-fundura lucifera","SQUALIFORMES","ETMOPTERIDAE","LC",161517,"http://www.iucnredlist.org/details/classify/161517/0","http://www.iucnredlist.org/pdflink.161517","http://www.fishbase.org/summary/Etmopterus-lucifer.html",681,"benthopelagic",39.8,"Very low"
"Etmopterus molleri","Svetloun Molleruv, Slankhalet lanternehaj, Slendertail lanternshark, Blackbelly lanternshark, Moller's lantern shark, Moller's lanternshark, Mollers deepsea shark, Mollers lantern shark, Slendertail lantern shark, Slankstaartlantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","DD",161407,"http://www.iucnredlist.org/details/classify/161407/0","http://www.iucnredlist.org/pdflink.161407","http://www.fishbase.org/summary/Etmopterus-molleri.html",23928,"bathydemersal",39.19,"Very low"
"Etmopterus perryi","Lille sorthaj, Dwarf lantern shark, Dwarf lanternshark, Dwerglantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","DD",60240,"http://www.iucnredlist.org/details/classify/60240/0","http://www.iucnredlist.org/pdflink.60240","http://www.fishbase.org/summary/Etmopterus-perryi.html",50209,"bathypelagic",10,"Low"
"Etmopterus polli","Afrikansk lanternehaj, African lanternshark, African lantern shark, Tollo lucero africano, Tollo lucerno africano, Afrikaanse lantaarnhaai, Lixinha-da-fundura","SQUALIFORMES","ETMOPTERIDAE","DD",60241,"http://www.iucnredlist.org/details/classify/60241/0","http://www.iucnredlist.org/pdflink.60241","http://www.fishbase.org/summary/Etmopterus-polli.html",682,"bathydemersal",20.65,"Low"
"Etmopterus princeps","Lyshaj, rough sagre, Great lantern shark, great lanternshark, Tollo lucero, Tollo lucero raspa, Isovalohai, Sagre rude, rough sagre, Futo-karasuzame, Grote lantaarnhaai","SQUALIFORMES","ETMOPTERIDAE","DD",60242,"http://www.iucnredlist.org/details/classify/60242/0","http://www.iucnredlist.org/pdflink.60242","http://www.fishbase.org/summary/Etmopterus-princeps.html",683,"bathydemersal",50.02,"Low"
"Etmopterus pseudosqualiolus",NA,"SQUALIFORMES","ETMOPTERIDAE","LC",41809,"http://www.iucnredlist.org/details/classify/41809/0","http://www.iucnredlist.org/pdflink.41809","http://www.fishbase.org/summary/Etmopterus-pseudosqualiolus.html",60039,"bathypelagic",38.77,"Low"
"Etmopterus pusillus","Glat lanternehaj, Glatter Schwarzer Dornhai, Slender lantern shark, Slender lanternshark, Smooth lantern shark, smooth lanternshark, Negrito, Tollo lucero liso, Pehmovalohai, Sagre nain, Karasuzame, Gladde lantaarnhaai, Lixinha da fundura, Gata-preta, Lixinha-de-fundura lisa, Quelmazinha, Xarinha-preta","SQUALIFORMES","ETMOPTERIDAE","LC",161443,"http://www.iucnredlist.org/details/classify/161443/0","http://www.iucnredlist.org/pdflink.161443","http://www.fishbase.org/summary/Etmopterus-pusillus.html",684,"benthopelagic",43.17,"Low"
