"ScientificName","FBname","order_name","family_nam","DemersPelag","code","Vulnerability","Resilience","Length","LongevityWild","web_redlist","web_fishbase","CommonName","MarkRecapt_tags","MarkRecapt_mean","MarkRecapt_sd","passive_tags","passive_mean","passive_sd","satellite_tags","satellite_mean","satellite_sd"
"Apristurus riveri","Broadgill catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",41.92,"Very low",46,NA,"http://www.iucnredlist.org/details/classify/44639/0","http://www.fishbase.org/summary/Apristurus-riveri.html","Broadgill cat shark, broadgill catshark, Gatica afilada, Holbiche grandes oreilles, Breedkieuwkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apristurus saldanha","Saldanha catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","LC",57.43,"Very low",88,NA,"http://www.iucnredlist.org/details/classify/44602/0","http://www.fishbase.org/summary/Apristurus-saldanha.html","Saldanha catshark, Saldanha cat shark, Holbiche gatussau, Saldanhakathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apristurus sibogae","Pale catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",23.95,"Very low",21,NA,"http://www.iucnredlist.org/details/classify/161672/0","http://www.fishbase.org/summary/Apristurus-sibogae.html","pale catshark, Pale cat shark, Pale catshark pale catshark, Pejegato paliducho, Bleke kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apristurus sinensis","South China catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",38.71,"Very low",42,NA,"http://www.iucnredlist.org/details/classify/44225/0","http://www.fishbase.org/summary/Apristurus-sinensis.html","South China cat shark, freckled catshark, south china catshark, Pejegato chino, Holbiche chuhu, Holbiche chuchu, Zuid-chinese kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apristurus spongiceps","Spongehead catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",46.29,"Very low",50,NA,"http://www.iucnredlist.org/details/classify/44226/0","http://www.fishbase.org/summary/Apristurus-spongiceps.html","Spongehead cat shark, spongehead catshark, Pejegato esponjoso, Pejegato esponjosa, Sponshoofdkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apristurus stenseni","Panama ghost catshark","Carcharhiniformes","Scyliorhinidae","bathydemersal","DD",64.23,"Very low",NA,NA,"http://www.iucnredlist.org/details/classify/44574/0","http://www.fishbase.org/summary/Apristurus-stenseni.html","Panama ghost catshark, Panama ghost cat shark, Pejegato panameo, Panamaspookkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aptychotrema rostrata","Eastern shovelnose ray","Rajiformes","Rhinobatidae","demersal","LC",62.31,"Low",100,NA,"http://www.iucnredlist.org/details/classify/161596/0","http://www.fishbase.org/summary/Aptychotrema-rostrata.html","Geigenrochen, Eastern shovelnose ray, Australian shovelnose ray, Banjo fish, Banks shovelnose ray, Common shovelnosed ray, East Australian shovelnose ray, Eragoni, Guitarfish, Long-snout shovelnose ray, Long-snouted shovelnose ray, Short-snouted shovelnose ray, Shovelnose ray, Shovelnose shark, Southern shovelnose ray, Nokkakitararausku, Oostelijke gitaarrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aptychotrema timorensis","Spotted shovelnose ray","Rajiformes","Rhinobatidae","benthopelagic","VU",37.17,"Medium",58.2,NA,"http://www.iucnredlist.org/details/classify/60179/0","http://www.fishbase.org/summary/Aptychotrema-timorensis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aptychotrema vincentiana","Western shovelnose ray","Rajiformes","Rhinobatidae","demersal","LC",50.86,"Low",79,NA,"http://www.iucnredlist.org/details/classify/44186/0","http://www.fishbase.org/summary/Aptychotrema-vincentiana.html","Western shovelnose ray, Guitarfish, Shovelnose shark, Southern shovelnose ray, Yellow shovelnose ray, Australiankitararausku, Zuidelijke gitaarrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arhynchobatis asperrimus","Longtail skate","Rajiformes","Arhynchobatidae","bathydemersal","DD",57.39,"Low",75,NA,"http://www.iucnredlist.org/details/classify/161577/0","http://www.fishbase.org/summary/Arhynchobatis-asperrimus.html","Langhalet newzealansk rokke, Longtail skate, Longtailed skate, Langstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus analis","Australian spotted catshark","Carcharhiniformes","Scyliorhinidae","reef-associated","LC",58.35,"Low",90,NA,"http://www.iucnredlist.org/details/classify/41720/0","http://www.fishbase.org/summary/Asymbolus-analis.html","Australian spotted catshark, Darkspotted catshark, Grey spotted cat shark, Grey spotted catshark, Spotted catshark, Spotted dogfish, Pejegato de lunares, Pejeto de lunares, Grijsgevlekte kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus funebris",NA,"Carcharhiniformes","Scyliorhinidae","pelagic-neritic","DD",36.77,"Low",44.2,NA,"http://www.iucnredlist.org/details/classify/41721/0","http://www.fishbase.org/summary/Asymbolus-funebris.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus galacticus","Starry catshark","Carcharhiniformes","Scyliorhinidae","benthopelagic","LC",37.17,"Medium",47.7,NA,"http://www.iucnredlist.org/details/classify/195421/0","http://www.fishbase.org/summary/Asymbolus-galacticus.html","Starry catshark",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus occiduus","Western spotted catshark","Carcharhiniformes","Scyliorhinidae","pelagic-oceanic","LC",49.54,"Low",60.1,NA,"http://www.iucnredlist.org/details/classify/41722/0","http://www.fishbase.org/summary/Asymbolus-occiduus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus pallidus","Pale spotted catshark","Carcharhiniformes","Scyliorhinidae","bathypelagic","LC",42.09,"Low",43.9,NA,"http://www.iucnredlist.org/details/classify/41723/0","http://www.fishbase.org/summary/Asymbolus-pallidus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus parvus",NA,"Carcharhiniformes","Scyliorhinidae","pelagic-oceanic","LC",32.69,"Low",34.9,NA,"http://www.iucnredlist.org/details/classify/41724/0","http://www.fishbase.org/summary/Asymbolus-parvus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus rubiginosus",NA,"Carcharhiniformes","Scyliorhinidae","pelagic-oceanic","LC",35.29,"Low",39.3,NA,"http://www.iucnredlist.org/details/classify/41725/0","http://www.fishbase.org/summary/Asymbolus-rubiginosus.html","Spotted catshark, Orange spotted catshark, Orange spotted catshrak, Rusty catshark, Rustyspotted catshark",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus submaculatus","Variegated catshark","Carcharhiniformes","Scyliorhinidae","pelagic-oceanic","LC",39.23,"Low",41.4,NA,"http://www.iucnredlist.org/details/classify/41726/0","http://www.fishbase.org/summary/Asymbolus-submaculatus.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asymbolus vincenti","Gulf catshark","Carcharhiniformes","Scyliorhinidae","reef-associated","LC",49.57,"Low",61,NA,"http://www.iucnredlist.org/details/classify/41727/0","http://www.fishbase.org/summary/Asymbolus-vincenti.html","Gulf cat shark, St. Vincent's gulf dogfish, gulf catshark, Pejegato de Tasmania, Chien tasmanien, Golfkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atelomycterus baliensis","Bali catshark","Carcharhiniformes","Scyliorhinidae","demersal","VU",37.14,"Medium",47.4,NA,"http://www.iucnredlist.org/details/classify/161736/0","http://www.fishbase.org/summary/Atelomycterus-baliensis.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atelomycterus fasciatus","Banded sand catshark","Carcharhiniformes","Scyliorhinidae","demersal","LC",36.4,"Low",45,NA,"http://www.iucnredlist.org/details/classify/41728/0","http://www.fishbase.org/summary/Atelomycterus-fasciatus.html","Banded sand catshark, Banded catshark, Banded sand cat shark, Longlip spotted catshark, Bandzandkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atelomycterus macleayi","Australian marbled catshark","Carcharhiniformes","Scyliorhinidae","reef-associated","LC",43.83,"Low",60,NA,"http://www.iucnredlist.org/details/classify/41729/0","http://www.fishbase.org/summary/Atelomycterus-macleayi.html","Australian marbled catshark, Australian marbled cat shark, Marbled catshark, Pejegato jaspeado, Australiankissahai, Australische marmerkathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atelomycterus marmoratus","Coral catshark","Carcharhiniformes","Scyliorhinidae","reef-associated","NT",50.51,"Low",70,NA,"http://www.iucnredlist.org/details/classify/41730/0","http://www.fishbase.org/summary/Atelomycterus-marmoratus.html","Marbled cat shark, Dog fish, Marble catshark, Marbled catshark, Spotted catshark, coral catshark, Pintarroja coral, Pintarroja coralera, Pintarrojia, Korallikissahai, Chien corail, Sango-torazame, Udumbu sravu, Udumban, Bolad, Wagli, Cucut kembang, Yu cicak, Yu karang, Yu pendek, Yu tokeh, Koraalkathaai, Corungum sorrah, Kurangan-sura, Udamban sura, Udambansura, Kaitan malo, Kaitan malu-malu, Lahos, Pating",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atelomycterus marnkalha","Eastern banded catshark","Carcharhiniformes","Scyliorhinidae","benthopelagic","DD",37.25,"Medium",47,NA,"http://www.iucnredlist.org/details/classify/161434/0","http://www.fishbase.org/summary/Atelomycterus-marnkalha.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlantoraja castelnaui","Spotback skate","Rajiformes","Arhynchobatidae","demersal","EN",74.63,"Low",132,NA,"http://www.iucnredlist.org/details/classify/44575/0","http://www.fishbase.org/summary/Atlantoraja-castelnaui.html","Ray, Spotback skate, Raya a lunares, Raia-chita, Raia-jereba, Raya chita, Raya pintada, Rugvlekrog, Arraia-pintada, Arraia-chita, Chita, Raia-chita, Raia-pintada",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlantoraja cyclophora","Eyespot skate","Rajiformes","Arhynchobatidae","demersal","VU",55.67,"Very low",74,NA,"http://www.iucnredlist.org/details/classify/61398/0","http://www.fishbase.org/summary/Atlantoraja-cyclophora.html","Ray, Eyespot skate, Raja ojona, Raya, Futamaru-kasube, Oogvlekrog, Raia, Arraia-carimbada, Raia-carimbada, Raia-santa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atlantoraja platana","La Plata skate","Rajiformes","Arhynchobatidae","demersal","VU",57.83,"Low",80,NA,"http://www.iucnredlist.org/details/classify/63110/0","http://www.fishbase.org/summary/Atlantoraja-platana.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aulohalaelurus kanakorum","Kanakorum catshark","Carcharhiniformes","Scyliorhinidae","reef-associated","VU",54.52,"Low",79,NA,"http://www.iucnredlist.org/details/classify/41870/0","http://www.fishbase.org/summary/Aulohalaelurus-kanakorum.html","New Caledonia catshark, Kanakorum catshark, New Caledonia cat shark, Nieuw-caledonische kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aulohalaelurus labiosus","Australian blackspot catshark","Carcharhiniformes","Scyliorhinidae","demersal","LC",52.22,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/41731/0","http://www.fishbase.org/summary/Aulohalaelurus-labiosus.html","Black-spotted cat shark, Australian Blackspot catshark, Australian blackspotted catshark, Black spotted catshark, Black-spotted catshark, Blackspotted catshark, Pejegato estrellado, Huulikissahai, Hiu dolong, Zwartgevlekte kathaai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja abyssicola","Deep-sea skate","Rajiformes","Arhynchobatidae","bathydemersal","DD",84.61,"Low",157,NA,"http://www.iucnredlist.org/details/classify/2636/0","http://www.fishbase.org/summary/Bathyraja-abyssicola.html","deepsea skate, Deep-sea skate, abyssal skate, Chihirokasube, Diepzeerog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja aguja","Aguja skate","Rajiformes","Arhynchobatidae","bathydemersal","DD",75.52,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/61399/0","http://www.fishbase.org/summary/Bathyraja-aguja.html","Aguja skate, Agujarog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja aleutica","Aleutian skate","Rajiformes","Arhynchobatidae","bathydemersal","LC",86.01,"Low",161,NA,"http://www.iucnredlist.org/details/classify/161661/0","http://www.fishbase.org/summary/Bathyraja-aleutica.html","Aleutian skate, Arasukakasube, Aleutianrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja andriashevi","Little-eyed skate","Rajiformes","Arhynchobatidae","bathydemersal","LC",66.74,"Low",75.6,NA,"http://www.iucnredlist.org/details/classify/161372/0","http://www.fishbase.org/summary/Bathyraja-andriashevi.html","Little-eyed skate, Kleinogige rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja bergi","Bottom skate","Rajiformes","Arhynchobatidae","demersal","LC",75.52,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161722/0","http://www.fishbase.org/summary/Bathyraja-bergi.html","Bottom skate, Raspback skate, Bodemrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja brachyurops","Broadnose skate","Rajiformes","Arhynchobatidae","demersal","LC",52.6,"Low",64.2,NA,"http://www.iucnredlist.org/details/classify/63111/0","http://www.fishbase.org/summary/Bathyraja-brachyurops.html","Broadnose skate, Common ray, Raya de los canales, Raya cola corta, Raya de cola corta, Raie lisse, Blonde rog, Breedsnuitrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja cousseauae","Joined-fins skate","Rajiformes","Arhynchobatidae","demersal","NT",59.11,"Low",86,NA,"http://www.iucnredlist.org/details/classify/63106/0","http://www.fishbase.org/summary/Bathyraja-cousseauae.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja diplotaenia","Dusky-pink skate","Rajiformes","Arhynchobatidae","demersal","LC",75.52,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/161462/0","http://www.fishbase.org/summary/Bathyraja-diplotaenia.html","Dusky-pink skate, Duskypink skate, Ribonkasube, Donkerroze rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja eatonii","Eaton's skate","Rajiformes","Arhynchobatidae","demersal","DD",61.99,"Low",100,NA,"http://www.iucnredlist.org/details/classify/161739/0","http://www.fishbase.org/summary/Bathyraja-eatonii.html","Eaton's skate, Eatons's skate, Raya de Eaton, Raja de Eaton, Raie d'Eaton",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja fedorovi","Cinnamon skate","Rajiformes","Arhynchobatidae","bathydemersal","LC",56.1,"Low",73.3,NA,"http://www.iucnredlist.org/details/classify/161623/0","http://www.fishbase.org/summary/Bathyraja-fedorovi.html","Kanelrokke, Cinnamon skate, Fedorov skate, Fedorov's skate, Kaneelrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja griseocauda","Graytail skate","Rajiformes","Arhynchobatidae","bathydemersal","EN",47.58,"Low",49,NA,"http://www.iucnredlist.org/details/classify/63113/0","http://www.fishbase.org/summary/Bathyraja-griseocauda.html","Graytale stake, Austral ray, Graytail skate, Raya austral lija, Raya gris, Raya lija, Grijsstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja hesperafricana","West African skate","Rajiformes","Arhynchobatidae","bathydemersal","DD",87.37,"Low",342,NA,"http://www.iucnredlist.org/details/classify/161641/0","http://www.fishbase.org/summary/Bathyraja-hesperafricana.html","West African skate, Westafrikaanse rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja irrasa","Kerguelen sandpaper skate","Rajiformes","Arhynchobatidae","demersal","NT",70.2,"Low",120,NA,"http://www.iucnredlist.org/details/classify/161659/0","http://www.fishbase.org/summary/Bathyraja-irrasa.html","Kerguelen sandpaper skate, Kerguelen sandpaper-skate, Raya rugosa, Raja rugosa, Raie rugueuse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja ishiharai",NA,"Rajiformes","Arhynchobatidae","demersal","DD",75.52,"Very low",NA,NA,"http://www.iucnredlist.org/details/classify/161387/0","http://www.fishbase.org/summary/Bathyraja-ishiharai.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja isotrachys","Raspback skate","Rajiformes","Arhynchobatidae","demersal","LC",57.18,"Low",76.2,NA,"http://www.iucnredlist.org/details/classify/161454/0","http://www.fishbase.org/summary/Bathyraja-isotrachys.html","Raspback skate, Challenger skate, Charenja-kasube, Sokogangi-ei, Rasprog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja kincaidii",NA,"Rajiformes","Arhynchobatidae",NA,"DD",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/161706/0","http://www.fishbase.org/summary/Bathyraja-kincaidii.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja lindbergi","Commander skate","Rajiformes","Arhynchobatidae","demersal","LC",69.49,"Low",60.7,NA,"http://www.iucnredlist.org/details/classify/161430/0","http://www.fishbase.org/summary/Bathyraja-lindbergi.html","Commander skate, cmmander skate, Komandorukasube",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja longicauda","Slimtail skate","Rajiformes","Arhynchobatidae","demersal","DD",75.52,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/44576/0","http://www.fishbase.org/summary/Bathyraja-longicauda.html","Slimtail skate, Raya de cola larga, Slankstaartrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja maccaini","McCain's skate","Rajiformes","Arhynchobatidae","demersal","NT",70.2,"Low",120,NA,"http://www.iucnredlist.org/details/classify/161529/0","http://www.fishbase.org/summary/Bathyraja-maccaini.html","McCain's skate, Raya de McCain, Raie de McCain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja maculata","White-blotched skate","Rajiformes","Arhynchobatidae","bathydemersal","LC",72.04,"Low",115,NA,"http://www.iucnredlist.org/details/classify/161350/0","http://www.fishbase.org/summary/Bathyraja-maculata.html","White-blotched skate, whiteblotched skate, Witgevlekte rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja mariposa","Butterfly skate","Rajiformes","Arhynchobatidae","benthopelagic","DD",57.19,"Low",76,NA,"http://www.iucnredlist.org/details/classify/161319/0","http://www.fishbase.org/summary/Bathyraja-mariposa.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja matsubarai","Dusky-purple skate","Rajiformes","Arhynchobatidae","bathydemersal","DD",73.93,"Low",126,NA,"http://www.iucnredlist.org/details/classify/161424/0","http://www.fishbase.org/summary/Bathyraja-matsubarai.html","Dusky-purple skate, Duskypurple skate, Matsubara-ei, Donkerpaarse rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja meridionalis","Dark-belly skate","Rajiformes","Arhynchobatidae","demersal","DD",70.2,"Low",120,NA,"http://www.iucnredlist.org/details/classify/161619/0","http://www.fishbase.org/summary/Bathyraja-meridionalis.html","Dark-belly skate, Darkbelly skate, Donkerbuikrog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja microtrachys",NA,"Rajiformes","Arhynchobatidae",NA,"LC",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/161683/0","http://www.fishbase.org/summary/Bathyraja-microtrachys.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja minispinosa","Whitebrow skate","Rajiformes","Arhynchobatidae","demersal","LC",75.74,"Low",82.5,NA,"http://www.iucnredlist.org/details/classify/161381/0","http://www.fishbase.org/summary/Bathyraja-minispinosa.html","Whitebrow skate, Smallthorn skate, Subesubekasube, Kleingestekelde rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja pallida","Pale ray","Rajiformes","Arhynchobatidae","bathydemersal","LC",84.61,"Low",160,NA,"http://www.iucnredlist.org/details/classify/63115/0","http://www.fishbase.org/summary/Bathyraja-pallida.html","Heller Tiefenrochen, Pale ray, Pallid skate, pallid ray, Vale rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja panthera","Leopard skate","Rajiformes","Arhynchobatidae","demersal","LC",66.21,"Low",111,NA,"http://www.iucnredlist.org/details/classify/80671020/0","http://www.fishbase.org/summary/Bathyraja-panthera.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja papilonifera",NA,"Rajiformes","Arhynchobatidae",NA,"DD",NA,NA,NA,NA,"http://www.iucnredlist.org/details/classify/63112/0","http://www.fishbase.org/summary/Bathyraja-papilonifera.html","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja parmifera","Alaska skate","Rajiformes","Arhynchobatidae","demersal","LC",76.46,"Low",129,NA,"http://www.iucnredlist.org/details/classify/161471/0","http://www.fishbase.org/summary/Bathyraja-parmifera.html","Alaska-rokke, Alaska skate, Blunt skate, flathead skate, Alaskarog, Stompe rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja peruana","Peruvian skate","Rajiformes","Arhynchobatidae","bathydemersal","DD",75.52,"Low",NA,NA,"http://www.iucnredlist.org/details/classify/63148/0","http://www.fishbase.org/summary/Bathyraja-peruana.html","Peruansk rokke, Peruvian skate, Raya peruana, Peruaanse rog",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bathyraja richardsoni","Richardson's ray","Rajiformes","Arhynchobatidae","bathydemersal","LC",85.38,"Low",175,NA,"http://www.iucnredlist.org/details/classify/63127/0","http://www.fishbase.org/summary/Bathyraja-richardsoni.html","Richardsons Tiefenrochen, Richardson's ray, Richardson's skate, Richardsons ray, Richardsons skate, deepsea skate, deepwater skate, Raya de Richardson, Raie de Richardson",NA,NA,NA,NA,NA,NA,NA,NA,NA
